			00 00 70 00 00 C8	51200	
302.08	2.56E+05		80 3E 92 3A 2C 97	38700	9
302.15	0.00E+00		00 00 90 32 35 97	38709	9
302.22	2.09E+05		12 33 92 28 3E 97	38718	9
302.29	9.19E+04		B7 59 91 1E 47 97	38727	9
302.36	0.00E+00		00 00 90 14 50 97	38736	9
302.78	0.00E+00		00 00 90 DA 85 97	38789	53
302.85	1.32E+05		25 20 92 D0 8E 97	38798	9
302.92	8.78E+02		6E 03 90 C6 97 97	38807	9
302.99	1.13E+05		49 6E 91 BC A0 97	38816	9
303.06	0.00E+00		00 00 90 B2 A9 97	38825	9
303.55	0.00E+00		00 00 90 6E E8 97	38888	63
303.62	2.24E+05		B7 36 92 64 F1 97	38897	9
303.69	2.05E+03		00 08 90 5C FA 97	38906	9
303.76	0.00E+00		00 00 90 52 03 98	38915	9
303.9	0.00E+00		00 00 90 3E 15 98	38933	18
303.97	1.28E+05		DB 7C 91 34 1E 98	38942	9
304.04	0.00E+00		00 00 90 2A 27 98	38951	9
304.11	0.00E+00		00 00 90 20 30 98	38960	9
304.18	8.78E+02		6E 03 90 18 39 98	38969	9
304.25	2.41E+05		B7 3A 92 0E 42 98	38978	9
304.32	0.00E+00		00 00 90 04 4B 98	38987	9
304.88	0.00E+00		00 00 90 B6 92 98	39058	71
304.95	1.01E+05		49 62 91 AC 9B 98	39067	9
305.02	1.33E+05		92 20 92 A2 A4 98	39076	9
305.09	0.00E+00		00 00 90 98 AD 98	39085	9
306.63	0.00E+00		00 00 90 C2 72 99	39282	197
306.7	2.56E+05		92 3E 92 B8 7B 99	39291	9
306.77	0.00E+00		00 00 90 B0 84 99	39300	9
308.31	0.00E+00		00 00 90 DA 49 9A	39497	197
308.38	2.60E+05		5B 3F 92 D0 52 9A	39506	9
308.45	1.14E+05		DB 6E 91 C6 5B 9A	39515	9
308.52	0.00E+00		00 00 90 BC 64 9A	39524	9
308.95	0.00E+00		00 00 90 82 9A 9A	39578	54
309.02	1.14E+04		92 2C 90 78 A3 9A	39587	9
309.09	0.00E+00		00 00 90 6E AC 9A	39596	9
311.96	0.00E+00		00 00 90 E0 1B 9C	39963	367
312.03	2.94E+05		C9 47 92 D6 24 9C	39972	9
312.1	0.00E+00		00 00 90 CC 2D 9C	39981	9
312.73	0.00E+00		00 00 90 74 7E 9C	40062	81
312.8	5.06E+04		6E 31 91 6C 87 9C	40071	9
312.87	0.00E+00		00 00 90 62 90 9C	40080	9
315.18	0.00E+00		00 00 90 20 B8 9D	40376	296
315.25	5.59E+04		92 36 91 16 C1 9D	40385	9
315.32	0.00E+00		00 00 90 0C CA 9D	40394	9
315.74	0.00E+00		00 00 90 D2 FF 9D	40447	53
315.81	8.51E+04		25 53 91 C8 08 9E	40456	9
315.88	4.42E+04		25 2B 91 C0 11 9E	40465	9
315.95	0.00E+00		00 00 90 B6 1A 9E	40474	9
316.09	0.00E+00		00 00 90 A2 2C 9E	40492	18
316.16	5.21E+05		25 7F 92 98 35 9E	40501	9
316.23	0.00E+00		00 00 90 8E 3E 9E	40510	9
316.44	0.00E+00		00 00 90 72 59 9E	40537	27
316.51	1.84E+05		00 2D 92 68 62 9E	40546	9
316.58	1.12E+05		DB 6C 91 5E 6B 9E	40555	9
316.65	0.00E+00		00 00 90 54 74 9E	40564	9
317.07	0.00E+00		00 00 90 1A AA 9E	40618	54
317.14	2.21E+05		EE 35 92 10 B3 9E	40627	9
317.21	0.00E+00		00 00 90 06 BC 9E	40636	9
317.28	0.00E+00		00 00 90 FC C4 9E	40644	8
317.35	1.17E+03		92 04 90 F2 CD 9E	40653	9
317.42	0.00E+00		00 00 90 EA D6 9E	40662	9
317.49	0.00E+00		00 00 90 E0 DF 9E	40671	9
317.56	1.33E+05		5B 20 92 D6 E8 9E	40680	9
317.63	1.05E+04		25 29 90 CC F1 9E	40689	9
317.7	0.00E+00		00 00 90 C2 FA 9E	40698	9
318.54	0.00E+00		00 00 90 4E 66 9F	40806	108
318.61	6.22E+05		F7 25 93 44 6F 9F	40815	9
318.68	3.35E+05		B7 51 92 3A 78 9F	40824	9
318.75	1.40E+05		49 22 92 30 81 9F	40833	9
318.82	0.00E+00		00 00 90 26 8A 9F	40842	9
319.59	0.00E+00		00 00 90 BC EC 9F	40940	98
319.66	3.34E+05		80 51 92 B2 F5 9F	40949	9
319.73	0.00E+00		00 00 90 A8 FE 9F	40958	9
320.22	0.00E+00		00 00 90 64 3D A0	41021	63
320.29	4.74E+05		A5 73 92 5A 46 A0	41030	9
320.36	0.00E+00		00 00 90 50 4F A0	41039	9
321.34	0.00E+00		00 00 90 C8 CC A0	41164	125
321.41	4.35E+05		25 6A 92 BE D5 A0	41173	9
321.48	3.25E+04		DB 7E 90 B6 DE A0	41182	9
321.55	3.51E+03		B7 0D 90 AC E7 A0	41191	9
321.62	0.00E+00		00 00 90 A2 F0 A0	41200	9
321.76	0.00E+00		00 00 90 8E 02 A1	41218	18
321.83	1.83E+05		A5 2C 92 84 0B A1	41227	9
321.9	0.00E+00		00 00 90 7A 14 A1	41236	9
322.18	0.00E+00		00 00 90 54 38 A1	41272	36
322.25	1.64E+05		00 28 92 4A 41 A1	41281	9
322.32	0.00E+00		00 00 90 40 4A A1	41290	9
323.37	0.00E+00		00 00 90 AE D0 A1	41424	134
323.44	1.73E+04		6E 43 90 A4 D9 A1	41433	9
323.51	2.02E+05		49 31 92 9C E2 A1	41442	9
323.58	0.00E+00		00 00 90 92 EB A1	41451	9
323.79	0.00E+00		00 00 90 74 06 A2	41478	27
323.86	6.23E+04		DB 3C 91 6A 0F A2	41487	9
323.93	2.22E+04		DB 56 90 60 18 A2	41496	9
324	0.00E+00		00 00 90 58 21 A2	41505	9
325.26	0.00E+00		00 00 90 A8 C2 A2	41666	161
325.33	1.78E+05		6E 2B 92 9E CB A2	41675	9
325.4	1.76E+03		DB 06 90 94 D4 A2	41684	9
325.47	0.00E+00		00 00 90 8C DD A2	41693	9
325.96	0.00E+00		00 00 90 46 1C A3	41756	63
326.03	1.48E+05		12 24 92 3E 25 A3	41765	9
326.1	0.00E+00		00 00 90 34 2E A3	41774	9
326.17	0.00E+00		00 00 90 2A 37 A3	41783	9
326.24	1.57E+05		5B 26 92 20 40 A3	41792	9
326.31	0.00E+00		00 00 90 16 49 A3	41801	9
326.45	0.00E+00		00 00 90 02 5B A3	41819	18
326.52	3.01E+05		92 49 92 FA 63 A3	41827	8
326.59	0.00E+00		00 00 90 F0 6C A3	41836	9
327.57	0.00E+00		00 00 90 68 EA A3	41962	126
327.64	1.57E+05		5B 26 92 5E F3 A3	41971	9
327.71	0.00E+00		00 00 90 54 FC A3	41980	9
327.85	0.00E+00		00 00 90 40 0E A4	41998	18
327.92	1.20E+04		DB 2E 90 36 17 A4	42007	9
327.99	3.23E+05		C9 4E 92 2C 20 A4	42016	9
328.06	0.00E+00		00 00 90 24 29 A4	42025	9
328.13	0.00E+00		00 00 90 1A 32 A4	42034	9
328.2	1.23E+05		00 78 91 10 3B A4	42043	9
328.27	0.00E+00		00 00 90 06 44 A4	42052	9
328.98	0.00E+00		00 00 90 A4 9D A4	42141	89
329.05	5.82E+04		DB 38 91 9C A6 A4	42150	9
329.12	2.56E+05		6E 3E 92 92 AF A4	42159	9
329.19	0.00E+00		00 00 90 88 B8 A4	42168	9
329.82	0.00E+00		00 00 90 30 09 A5	42249	81
329.89	2.70E+05		C9 41 92 26 12 A5	42258	9
329.96	0.00E+00		00 00 90 1C 1B A5	42267	9
330.59	0.00E+00		00 00 90 C6 6B A5	42347	80
330.66	4.90E+05		A5 77 92 BC 74 A5	42356	9
330.73	4.48E+04		B7 2B 91 B2 7D A5	42365	9
330.8	0.00E+00		00 00 90 A8 86 A5	42374	9
331.22	0.00E+00		00 00 90 6E BC A5	42428	54
331.29	4.30E+04		00 2A 91 64 C5 A5	42437	9
331.36	0.00E+00		00 00 90 5A CE A5	42446	9
332.69	0.00E+00		00 00 90 A2 78 A6	42616	170
332.76	2.43E+05		6E 3B 92 98 81 A6	42625	9
332.83	6.73E+03		49 1A 90 8E 8A A6	42634	9
332.9	0.00E+00		00 00 90 84 93 A6	42643	9
333.74	0.00E+00		00 00 90 10 FF A6	42751	108
333.81	2.87E+04		00 70 90 06 08 A7	42760	9
333.88	1.33E+05		5B 20 92 FC 10 A7	42768	8
333.95	0.00E+00		00 00 90 F2 19 A7	42777	9
334.51	0.00E+00		00 00 90 A4 61 A7	42849	72
334.58	1.40E+05		12 22 92 9A 6A A7	42858	9
334.65	0.00E+00		00 00 90 92 73 A7	42867	9
336.75	0.00E+00		00 00 90 6E 80 A8	43136	269
336.82	5.50E+05		97 21 93 64 89 A8	43145	9
336.89	0.00E+00		00 00 90 5A 92 A8	43154	9
337.03	0.00E+00		00 00 90 46 A4 A8	43172	18
337.1	3.75E+05		80 5B 92 3C AD A8	43181	9
337.17	2.14E+04		6E 53 90 34 B6 A8	43190	9
337.24	0.00E+00		00 00 90 2A BF A8	43199	9
337.94	0.00E+00		00 00 90 C8 18 A9	43288	89
338.01	4.30E+05		12 69 92 BE 21 A9	43297	9
338.08	0.00E+00		00 00 90 B4 2A A9	43306	9
338.15	0.00E+00		00 00 90 AC 33 A9	43315	9
338.22	1.76E+03		DB 06 90 A2 3C A9	43324	9
338.29	2.33E+05		C9 38 92 98 45 A9	43333	9
338.36	0.00E+00		00 00 90 8E 4E A9	43342	9
338.5	0.00E+00		00 00 90 7A 60 A9	43360	18
338.57	2.11E+04		49 52 90 70 69 A9	43369	9
338.64	8.10E+04		25 4F 91 66 72 A9	43378	9
338.71	0.00E+00		00 00 90 5E 7B A9	43387	9
339.06	0.00E+00		00 00 90 2C A8 A9	43432	45
339.13	6.29E+04		6E 3D 91 22 B1 A9	43441	9
339.2	1.17E+04		B7 2D 90 1A BA A9	43450	9
339.27	0.00E+00		00 00 90 10 C3 A9	43459	9
340.6	0.00E+00		00 00 90 56 6D AA	43629	170
340.67	4.23E+05		37 67 92 4C 76 AA	43638	9
340.74	0.00E+00		00 00 90 44 7F AA	43647	9
340.81	1.98E+05		37 30 92 3A 88 AA	43656	9
340.88	0.00E+00		00 00 90 30 91 AA	43665	9
340.95	9.33E+04		25 5B 91 26 9A AA	43674	9
341.02	5.00E+05		00 7A 92 1C A3 AA	43683	9
341.09	0.00E+00		00 00 90 12 AC AA	43692	9
341.16	1.43E+04		00 38 90 08 B5 AA	43701	9
341.23	0.00E+00		00 00 90 00 BE AA	43710	9
341.86	0.00E+00		00 00 90 A8 0E AB	43790	80
341.93	5.94E+04		00 3A 91 9E 17 AB	43799	9
342	0.00E+00		00 00 90 94 20 AB	43808	9
342.84	0.00E+00		00 00 90 20 8C AB	43916	108
342.91	2.82E+05		B7 44 92 16 95 AB	43925	9
342.98	1.17E+03		92 04 90 0C 9E AB	43934	9
343.05	0.00E+00		00 00 90 02 A7 AB	43943	9
343.12	0.00E+00		00 00 90 F8 AF AB	43951	8
343.19	1.21E+05		49 76 91 EE B8 AB	43960	9
343.26	0.00E+00		00 00 90 E6 C1 AB	43969	9
343.54	0.00E+00		00 00 90 BE E5 AB	44005	36
343.61	7.02E+04		92 44 91 B4 EE AB	44014	9
343.68	0.00E+00		00 00 90 AA F7 AB	44023	9
344.24	0.00E+00		00 00 90 5E 3F AC	44095	72
344.31	2.10E+05		37 33 92 54 48 AC	44104	9
344.38	0.00E+00		00 00 90 4A 51 AC	44113	9
344.87	0.00E+00		00 00 90 06 90 AC	44176	63
344.94	2.87E+05		12 46 92 FC 98 AC	44184	8
345.01	1.72E+05		EE 29 92 F2 A1 AC	44193	9
345.08	0.00E+00		00 00 90 E8 AA AC	44202	9
345.78	0.00E+00		00 00 90 88 04 AD	44292	90
345.85	2.35E+05		5B 39 92 7E 0D AD	44301	9
345.92	0.00E+00		00 00 90 74 16 AD	44310	9
346.06	0.00E+00		00 00 90 60 28 AD	44328	18
346.13	1.50E+05		92 24 92 56 31 AD	44337	9
346.2	0.00E+00		00 00 90 4C 3A AD	44346	9
346.27	0.00E+00		00 00 90 44 43 AD	44355	9
346.34	1.26E+05		6E 7B 91 3A 4C AD	44364	9
346.41	0.00E+00		00 00 90 30 55 AD	44373	9
346.48	0.00E+00		00 00 90 26 5E AD	44382	9
346.55	7.34E+04		B7 47 91 1C 67 AD	44391	9
346.62	0.00E+00		00 00 90 12 70 AD	44400	9
348.51	0.00E+00		00 00 90 0C 62 AE	44642	242
348.58	1.95E+05		80 2F 92 02 6B AE	44651	9
348.65	3.86E+05		49 5E 92 F8 73 AE	44659	8
348.72	0.00E+00		00 00 90 EE 7C AE	44668	9
350.13	0.00E+00		00 00 90 2C 30 AF	44848	180
350.2	1.31E+05		6E 7F 91 22 39 AF	44857	9
350.27	8.78E+02		6E 03 90 18 42 AF	44866	9
350.34	0.00E+00		00 00 90 10 4B AF	44875	9
350.41	0.00E+00		00 00 90 06 54 AF	44884	9
350.48	2.47E+05		37 3C 92 FC 5C AF	44892	8
350.55	0.00E+00		00 00 90 F2 65 AF	44901	9
350.76	0.00E+00		00 00 90 D4 80 AF	44928	27
350.83	4.66E+05		B7 71 92 CA 89 AF	44937	9
350.9	0.00E+00		00 00 90 C2 92 AF	44946	9
351.18	0.00E+00		00 00 90 9A B6 AF	44982	36
351.25	8.75E+04		6E 55 91 90 BF AF	44991	9
351.32	0.00E+00		00 00 90 86 C8 AF	45000	9
351.95	0.00E+00		00 00 90 30 19 B0	45081	81
352.02	2.34E+05		37 39 92 26 22 B0	45090	9
352.09	0.00E+00		00 00 90 1C 2B B0	45099	9
352.44	0.00E+00		00 00 90 EC 57 B0	45143	44
352.51	4.70E+05		B7 72 92 E2 60 B0	45152	9
352.58	0.00E+00		00 00 90 D8 69 B0	45161	9
353.56	0.00E+00		00 00 90 50 E7 B0	45287	126
353.63	3.04E+05		37 4A 92 46 F0 B0	45296	9
353.7	0.00E+00		00 00 90 3C F9 B0	45305	9
353.77	1.13E+05		00 6E 91 32 02 B1	45314	9
353.84	1.76E+03		DB 06 90 28 0B B1	45323	9
353.91	2.96E+05		5B 48 92 20 14 B1	45332	9
353.98	3.70E+05		49 5A 92 16 1D B1	45341	9
354.05	1.17E+03		92 04 90 0C 26 B1	45350	9
354.12	3.59E+05		92 57 92 02 2F B1	45359	9
354.19	0.00E+00		00 00 90 F8 37 B1	45367	8
354.26	7.90E+03		DB 1E 90 EE 40 B1	45376	9
354.33	3.98E+04		DB 26 91 E4 49 B1	45385	9
354.4	0.00E+00		00 00 90 DC 52 B1	45394	9
354.47	0.00E+00		00 00 90 D2 5B B1	45403	9
354.54	3.34E+04		92 20 91 C8 64 B1	45412	9
354.61	2.05E+03		00 08 90 BE 6D B1	45421	9
354.68	0.00E+00		00 00 90 B4 76 B1	45430	9
354.89	0.00E+00		00 00 90 98 91 B1	45457	27
354.96	5.56E+03		B7 15 90 8E 9A B1	45466	9
355.03	0.00E+00		00 00 90 84 A3 B1	45475	9
356.29	0.00E+00		00 00 90 D4 44 B2	45636	161
356.36	6.14E+03		00 18 90 CA 4D B2	45645	9
356.43	2.05E+05		00 32 92 C2 56 B2	45654	9
356.5	0.00E+00		00 00 90 B8 5F B2	45663	9
357.83	0.00E+00		00 00 90 FE 09 B3	45833	170
357.9	1.52E+05		25 25 92 F4 12 B3	45842	9
357.97	1.68E+05		00 29 92 EC 1B B3	45851	9
358.04	0.00E+00		00 00 90 E2 24 B3	45860	9
358.25	0.00E+00		00 00 90 C4 3F B3	45887	27
358.32	3.17E+05		6E 4D 92 BA 48 B3	45896	9
358.39	1.46E+04		25 39 90 B0 51 B3	45905	9
358.46	0.00E+00		00 00 90 A8 5A B3	45914	9
358.6	0.00E+00		00 00 90 94 6C B3	45932	18
358.67	3.63E+05		A5 58 92 8A 75 B3	45941	9
358.74	1.34E+05		B7 20 92 80 7E B3	45950	9
358.81	0.00E+00		00 00 90 76 87 B3	45959	9
358.88	0.00E+00		00 00 90 6C 90 B3	45968	9
358.95	1.69E+05		25 29 92 64 99 B3	45977	9
359.02	0.00E+00		00 00 90 5A A2 B3	45986	9
359.09	2.04E+05		C9 31 92 50 AB B3	45995	9
359.16	2.03E+05		A5 31 92 46 B4 B3	46004	9
359.23	0.00E+00		00 00 90 3C BD B3	46013	9
360.28	0.00E+00		00 00 90 AA 43 B4	46147	134
360.35	1.60E+05		12 27 92 A0 4C B4	46156	9
360.42	0.00E+00		00 00 90 96 55 B4	46165	9
360.77	0.00E+00		00 00 90 66 82 B4	46210	45
360.84	5.62E+04		DB 36 91 5C 8B B4	46219	9
360.91	1.07E+05		00 68 91 52 94 B4	46228	9
360.98	0.00E+00		00 00 90 4A 9D B4	46237	9
361.26	0.00E+00		00 00 90 22 C1 B4	46273	36
361.33	2.58E+05		EE 3E 92 18 CA B4	46282	9
361.4	0.00E+00		00 00 90 0E D3 B4	46291	9
362.38	0.00E+00		00 00 90 86 50 B5	46416	125
362.45	5.78E+05		45 23 93 7C 59 B5	46425	9
362.52	1.80E+05		00 2C 92 74 62 B5	46434	9
362.59	0.00E+00		00 00 90 6A 6B B5	46443	9
363.22	0.00E+00		00 00 90 12 BC B5	46524	81
363.29	2.57E+05		A5 3E 92 08 C5 B5	46533	9
363.36	0.00E+00		00 00 90 FE CD B5	46541	8
363.5	0.00E+00		00 00 90 EA DF B5	46559	18
363.57	2.34E+04		6E 5B 90 E2 E8 B5	46568	9
363.64	0.00E+00		00 00 90 D8 F1 B5	46577	9
364.27	0.00E+00		00 00 90 80 42 B6	46658	81
364.34	2.21E+05		00 36 92 76 4B B6	46667	9
364.41	0.00E+00		00 00 90 6C 54 B6	46676	9
364.83	0.00E+00		00 00 90 32 8A B6	46730	54
364.9	3.66E+04		B7 23 91 28 93 B6	46739	9
364.97	1.96E+04		92 4C 90 1E 9C B6	46748	9
365.04	0.00E+00		00 00 90 16 A5 B6	46757	9
365.25	0.00E+00		00 00 90 F8 BF B6	46783	26
365.32	1.11E+05		00 6C 91 EE C8 B6	46792	9
365.39	0.00E+00		00 00 90 E4 D1 B6	46801	9
367.77	0.00E+00		00 00 90 9A 02 B8	47106	305
367.84	6.14E+04		00 3C 91 90 0B B8	47115	9
367.91	1.00E+05		B7 61 91 86 14 B8	47124	9
367.98	0.00E+00		00 00 90 7C 1D B8	47133	9
369.1	0.00E+00		00 00 90 E2 AC B8	47276	143
369.17	2.35E+05		49 39 92 D8 B5 B8	47285	9
369.25	4.65E+04		6E 2D 91 CE BE B8	47294	9
369.32	0.00E+00		00 00 90 C4 C7 B8	47303	9
369.95	0.00E+00		00 00 90 6C 18 B9	47384	81
370.02	2.93E+03		6E 0B 90 62 21 B9	47393	9
370.09	2.98E+05		C9 48 92 58 2A B9	47402	9
370.16	0.00E+00		00 00 90 50 33 B9	47411	9
370.86	0.00E+00		00 00 90 EE 8C B9	47500	89
370.93	1.58E+05		92 26 92 E4 95 B9	47509	9
371	1.22E+05		25 77 91 DA 9E B9	47518	9
371.07	0.00E+00		00 00 90 D0 A7 B9	47527	9
371.7	0.00E+00		00 00 90 7A F8 B9	47608	81
371.77	3.49E+05		25 55 92 70 01 BA	47617	9
371.84	0.00E+00		00 00 90 66 0A BA	47626	9
372.12	0.00E+00		00 00 90 3E 2E BA	47662	36
372.19	8.92E+04		25 57 91 36 37 BA	47671	9
372.26	4.77E+04		92 2E 91 2C 40 BA	47680	9
372.33	0.00E+00		00 00 90 22 49 BA	47689	9
374.43	0.00E+00		00 00 90 FE 55 BB	47957	268
374.5	4.45E+05		A5 6C 92 F4 5E BB	47966	9
374.57	2.93E+03		6E 0B 90 EA 67 BB	47975	9
374.64	0.00E+00		00 00 90 E0 70 BB	47984	9
375.41	0.00E+00		00 00 90 76 D3 BB	48083	99
375.48	9.98E+04		6E 61 91 6C DC BB	48092	9
375.55	0.00E+00		00 00 90 62 E5 BB	48101	9
375.62	0.00E+00		00 00 90 58 EE BB	48110	9
375.69	4.36E+05		5B 6A 92 50 F7 BB	48119	9
375.76	0.00E+00		00 00 90 46 00 BC	48128	9
376.53	0.00E+00		00 00 90 DA 62 BC	48226	98
376.6	3.19E+05		EE 4D 92 D0 6B BC	48235	9
376.67	0.00E+00		00 00 90 C6 74 BC	48244	9
377.09	0.00E+00		00 00 90 8C AA BC	48298	54
377.16	5.12E+04		00 32 91 82 B3 BC	48307	9
377.23	1.64E+05		12 28 92 7A BC BC	48316	9
377.3	0.00E+00		00 00 90 70 C5 BC	48325	9
379.4	0.00E+00		00 00 90 4C D2 BD	48594	269
379.47	8.02E+04		49 4E 91 42 DB BD	48603	9
379.54	0.00E+00		00 00 90 38 E4 BD	48612	9
379.82	0.00E+00		00 00 90 12 08 BE	48648	36
379.89	1.39E+05		EE 21 92 08 11 BE	48657	9
379.96	1.76E+04		92 44 90 FE 19 BE	48665	8
380.03	0.00E+00		00 00 90 F4 22 BE	48674	9
380.45	0.00E+00		00 00 90 BA 58 BE	48728	54
380.52	3.05E+05		92 4A 92 B0 61 BE	48737	9
380.59	0.00E+00		00 00 90 A6 6A BE	48746	9
382.34	0.00E+00		00 00 90 B4 4A BF	48970	224
382.41	1.30E+05		92 7E 91 AA 53 BF	48979	9
382.48	0.00E+00		00 00 90 A0 5C BF	48988	9
382.76	0.00E+00		00 00 90 78 80 BF	49024	36
382.83	3.45E+04		B7 21 91 70 89 BF	49033	9
382.9	2.05E+03		00 08 90 66 92 BF	49042	9
382.97	0.00E+00		00 00 90 5C 9B BF	49051	9
383.18	0.00E+00		00 00 90 3E B6 BF	49078	27
383.25	8.51E+04		25 53 91 34 BF BF	49087	9
383.32	3.07E+04		00 78 90 2C C8 BF	49096	9
383.39	0.00E+00		00 00 90 22 D1 BF	49105	9
383.46	1.26E+05		25 7B 91 18 DA BF	49114	9
383.53	0.00E+00		00 00 90 0E E3 BF	49123	9
384.58	0.00E+00		00 00 90 7C 69 C0	49257	134
384.65	1.11E+05		49 6C 91 72 72 C0	49266	9
384.72	0.00E+00		00 00 90 68 7B C0	49275	9
385	0.00E+00		00 00 90 42 9F C0	49311	36
385.07	1.65E+05		5B 28 92 38 A8 C0	49320	9
385.14	0.00E+00		00 00 90 2E B1 C0	49329	9
386.12	0.00E+00		00 00 90 A6 2E C1	49454	125
386.19	1.44E+05		25 23 92 9C 37 C1	49463	9
386.26	0.00E+00		00 00 90 92 40 C1	49472	9
386.33	0.00E+00		00 00 90 8A 49 C1	49481	9
386.4	1.65E+05		49 28 92 80 52 C1	49490	9
386.47	0.00E+00		00 00 90 76 5B C1	49499	9
387.1	0.00E+00		00 00 90 1E AC C1	49580	81
387.17	2.07E+05		92 32 92 14 B5 C1	49589	9
387.24	0.00E+00		00 00 90 0A BE C1	49598	9
390.96	0.00E+00		00 00 90 08 99 C3	50073	475
391.03	5.27E+03		92 14 90 FE A1 C3	50081	8
391.1	5.85E+03		DB 16 90 F4 AA C3	50090	9
391.17	3.16E+05		37 4D 92 EA B3 C3	50099	9
391.24	0.00E+00		00 00 90 E0 BC C3	50108	9
393.13	0.00E+00		00 00 90 DA AE C4	50350	242
393.2	8.69E+04		DB 54 91 D0 B7 C4	50359	9
393.27	0.00E+00		00 00 90 C6 C0 C4	50368	9
393.69	0.00E+00		00 00 90 8C F6 C4	50422	54
393.76	1.77E+05		49 2B 92 82 FF C4	50431	9
393.83	0.00E+00		00 00 90 78 08 C5	50440	9
396	0.00E+00		00 00 90 4C 1E C6	50718	278
396.07	2.05E+04		00 50 90 42 27 C6	50727	9
396.14	1.39E+05		EE 21 92 38 30 C6	50736	9
396.21	0.00E+00		00 00 90 2E 39 C6	50745	9
397.68	0.00E+00		00 00 90 62 F5 C6	50933	188
397.75	1.30E+05		DB 7E 91 58 FE C6	50942	9
397.82	0.00E+00		00 00 90 4E 07 C7	50951	9
398.17	0.00E+00		00 00 90 1E 34 C7	50996	45
398.24	3.48E+04		00 22 91 14 3D C7	51005	9
398.31	9.42E+04		00 5C 91 0A 46 C7	51014	9
398.38	0.00E+00		00 00 90 00 4F C7	51023	9
398.66	0.00E+00		00 00 90 DA 72 C7	51058	35
398.73	3.22E+03		92 0C 90 D0 7B C7	51067	9
398.8	0.00E+00		00 00 90 C6 84 C7	51076	9
399.78	0.00E+00		00 00 90 3E 02 C8	51202	126
399.85	8.57E+04		B7 53 91 34 0B C8	51211	9
399.92	4.68E+03		49 12 90 2A 14 C8	51220	9
399.99	0.00E+00		00 00 90 20 1D C8	51229	9
400.76	0.00E+00		00 00 90 B6 7F C8	51327	98
400.83	2.29E+05		C9 37 92 AC 88 C8	51336	9
400.9	2.93E+04		49 72 90 A2 91 C8	51345	9
400.97	0.00E+00		00 00 90 98 9A C8	51354	9
401.81	0.00E+00		00 00 90 24 06 C9	51462	108
401.88	1.35E+05		DB 20 92 1A 0F C9	51471	9
401.95	0.00E+00		00 00 90 10 18 C9	51480	9
403.7	0.00E+00		00 00 90 1E F8 C9	51704	224
403.77	9.22E+04		00 5A 91 14 01 CA	51713	9
403.84	0.00E+00		00 00 90 0A 0A CA	51722	9
404.96	0.00E+00		00 00 90 6E 99 CA	51865	143
405.03	7.75E+04		B7 4B 91 64 A2 CA	51874	9
405.1	0.00E+00		00 00 90 5C AB CA	51883	9
405.38	0.00E+00		00 00 90 34 CF CA	51919	36
405.45	5.85E+02		49 02 90 2A D8 CA	51928	9
405.52	0.00E+00		00 00 90 20 E1 CA	51937	9
405.73	0.00E+00		00 00 90 04 FC CA	51964	27
405.8	2.39E+05		49 3A 92 FA 04 CB	51972	8
405.87	1.93E+05		00 2F 92 F0 0D CB	51981	9
405.94	0.00E+00		00 00 90 E6 16 CB	51990	9
406.36	0.00E+00		00 00 90 AC 4C CB	52044	54
406.43	5.27E+03		92 14 90 A2 55 CB	52053	9
406.5	3.80E+03		DB 0E 90 98 5E CB	52062	9
406.57	0.00E+00		00 00 90 8E 67 CB	52071	9
408.6	0.00E+00		00 00 90 74 6B CC	52331	260
408.67	2.40E+05		92 3A 92 6C 74 CC	52340	9
408.74	0.00E+00		00 00 90 62 7D CC	52349	9
408.88	0.00E+00		00 00 90 4E 8F CC	52367	18
408.95	7.58E+04		00 4A 91 44 98 CC	52376	9
409.02	0.00E+00		00 00 90 3A A1 CC	52385	9
409.23	0.00E+00		00 00 90 1E BC CC	52412	27
409.3	2.55E+05		25 3E 92 14 C5 CC	52421	9
409.37	6.73E+03		49 1A 90 0A CE CC	52430	9
409.44	0.00E+00		00 00 90 00 D7 CC	52439	9
410.78	0.00E+00		00 00 90 48 81 CD	52609	170
410.85	1.89E+05		37 2E 92 3E 8A CD	52618	9
410.92	0.00E+00		00 00 90 34 93 CD	52627	9
411.2	0.00E+00		00 00 90 0E B7 CD	52663	36
411.27	1.81E+05		25 2C 92 04 C0 CD	52672	9
411.34	0.00E+00		00 00 90 FA C8 CD	52680	8
411.48	0.00E+00		00 00 90 E6 DA CD	52698	18
411.55	2.98E+04		92 74 90 DC E3 CD	52707	9
411.62	2.08E+05		C9 32 92 D2 EC CD	52716	9
411.69	0.00E+00		00 00 90 CA F5 CD	52725	9
412.95	0.00E+00		00 00 90 1A 97 CE	52887	162
413.02	7.05E+04		DB 44 91 10 A0 CE	52896	9
413.09	0.00E+00		00 00 90 06 A9 CE	52905	9
413.16	0.00E+00		00 00 90 FC B1 CE	52913	8
413.23	4.97E+03		6E 13 90 F4 BA CE	52922	9
413.3	3.95E+05		80 60 92 EA C3 CE	52931	9
413.37	0.00E+00		00 00 90 E0 CC CE	52940	9
413.86	0.00E+00		00 00 90 9C 0B CF	53003	63
413.93	3.85E+05		EE 5D 92 92 14 CF	53012	9
414	0.00E+00		00 00 90 88 1D CF	53021	9
414.07	3.34E+04		92 20 91 7E 26 CF	53030	9
414.14	2.43E+04		DB 5E 90 74 2F CF	53039	9
414.21	0.00E+00		00 00 90 6A 38 CF	53048	9
